"","type","source","episodes","duration","rating","score","scored_by","rank","popularity","members","favorites","studio","Genre_Comedy","Genre_Supernatural","Genre_Romance","Genre_Shounen","Genre_Parody","Genre_School","Genre_Magic","Genre_Shoujo","Genre_Drama","Genre_Fantasy","Genre_Kids","Genre_Action","Genre_Music","Genre_Slice.of.Life","Genre_Josei","Genre_Harem","Genre_Shounen.Ai","Genre_Adventure","Genre_Super.Power","Genre_Sci.Fi","Genre_Ecchi","Genre_Seinen","Genre_Martial.Arts","Genre_Game","Genre_Sports","Genre_Demons","Genre_Historical","Genre_Horror","Genre_Mystery","Genre_Psychological","Genre_Vampire","Genre_Mecha","Genre_Military","Genre_Space","Genre_Samurai","Genre_Thriller","Genre_Police","Genre_Cars","Genre_Shoujo.Ai","Genre_Dementia","Genre_Yuri"
"17","TV","Manga",25,"22 min. per ep.","PG-13 - Teens 13 or older",8.13,212710,400,111,417136,8041,"Production I.G",0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","TV","Manga",500,"23 min. per ep.","PG-13 - Teens 13 or older",8.18,385179,337,20,794112,42846,"Studio Pierrot",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","TV","Light novel",25,"24 min. per ep.","PG-13 - Teens 13 or older",8.39,557898,174,13,910373,35322,"J.C.Staff",1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","TV","Manga",25,"24 min. per ep.","PG-13 - Teens 13 or older",8.49,122090,108,374,201720,1023,"J.C.Staff",1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21","TV","Manga",26,"25 min. per ep.","G - All Ages",7.77,33244,941,1291,62951,1403,"Group TAC",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","TV","Manga",25,"24 min. per ep.","PG-13 - Teens 13 or older",8.24,90699,282,488,164738,4668,"Hal Film Maker",1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23","TV","Manga",25,"22 min. per ep.","PG-13 - Teens 13 or older",8.47,62720,116,757,114340,1116,"Madhouse",0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","TV","Light novel",26,"23 min. per ep.","PG-13 - Teens 13 or older",7.68,14619,1158,1793,39422,274,"Studio Deen",0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","TV","Manga",25,"22 min. per ep.","PG-13 - Teens 13 or older",8.29,89081,246,348,213902,4524,"Madhouse",0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","TV","Manga",25,"24 min. per ep.","PG-13 - Teens 13 or older",7.7,91187,1108,473,170224,2632,"TMS Entertainment",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","TV","Manga",60,"24 min. per ep.","PG-13 - Teens 13 or older",8.02,136105,528,208,302082,3785,"Pierrot Plus",1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","TV","Manga",39,"24 min. per ep.","PG-13 - Teens 13 or older",7.87,16772,753,1654,44633,500,"Studio Pierrot",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","TV","Manga",77,"24 min. per ep.","PG-13 - Teens 13 or older",8.33,44132,213,646,130264,2474,"Tatsunoko Production",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30","TV","Manga",0,"21 min.","PG - Children",7.73,17683,1032,1937,34788,600,"Shin-Ei Animation",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","TV","Manga",26,"24 min. per ep.","PG-13 - Teens 13 or older",7.77,167968,939,222,292572,7579,"Studio Deen",1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","TV","Light novel",39,"25 min. per ep.","PG-13 - Teens 13 or older",8.04,23467,512,1313,61739,1059,"Madhouse",1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","TV","Manga",0,"24 min.","PG-13 - Teens 13 or older",8.54,423868,91,35,720133,69760,"Toei Animation",1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","TV","Manga",51,"25 min. per ep.","G - All Ages",8.18,7348,333,2523,22123,365,"Tokyo Movie Shinsha",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","TV","Light novel",39,"25 min. per ep.","PG-13 - Teens 13 or older",8.16,11924,362,2233,27481,201,"Madhouse",1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","TV","Manga",167,"24 min. per ep.","PG-13 - Teens 13 or older",7.9,181978,697,141,371313,12282,"Sunrise",1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","TV","Manga",12,"24 min. per ep.","PG-13 - Teens 13 or older",6.3,16688,6380,1858,37256,48,"Zexcs",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","TV","Manga",11,"22 min. per ep.","PG-13 - Teens 13 or older",8.34,47983,203,995,84808,381,"J.C.Staff",1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","TV","Novel",25,"25 min. per ep.","PG-13 - Teens 13 or older",7.92,69224,656,527,152490,2579,"J.C.Staff",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40","TV","Light novel",24,"24 min. per ep.","PG-13 - Teens 13 or older",7.53,236083,1545,103,433343,3680,"Sunrise",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","TV","Manga",25,"24 min. per ep.","PG-13 - Teens 13 or older",8.32,167429,216,172,332666,6846,"J.C.Staff",1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","TV","Manga",23,"22 min. per ep.","PG-13 - Teens 13 or older",8.41,87363,163,381,198927,4443,"J.C.Staff",1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","TV","Manga",13,"24 min. per ep.","PG-13 - Teens 13 or older",8.14,138954,383,259,266342,6387,"TMS Entertainment",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","TV","Manga",70,"25 min. per ep.","PG - Children",8.21,121898,297,292,237669,9453,"Madhouse",1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45","TV","Manga",78,"25 min. per ep.","G - All Ages",7.78,6598,919,3045,15211,216,"J.C.Staff",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","TV","Manga",12,"23 min. per ep.","PG-13 - Teens 13 or older",8.12,133548,412,322,224494,1117,"Production I.G",0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","TV","Manga",12,"23 min. per ep.","PG-13 - Teens 13 or older",8.07,69250,469,701,121752,2908,"Studio Deen",1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","TV","Original",12,"24 min. per ep.","G - All Ages",6.49,5866,5635,3214,13818,18,"Studio Deen",1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","TV","Manga",12,"24 min. per ep.","PG-13 - Teens 13 or older",7.99,86423,568,568,146369,4707,"Studio Deen",1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","TV","Visual novel",25,"24 min. per ep.","PG-13 - Teens 13 or older",7.63,36820,1273,1138,72255,1126,"Yumeta Company",1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","TV","Manga",13,"24 min. per ep.","R - 17+ (violence & profanity)",7.92,40618,655,795,108764,825,"TMS Entertainment",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","OVA","Original",1,"25 min.","R - 17+ (violence & profanity)",7.4,15423,2049,2044,31844,276,"Lerche",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"53","TV","Novel",45,"25 min. per ep.","PG-13 - Teens 13 or older",8.13,28791,399,1016,82925,1907,"Studio Pierrot",0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","OVA","Visual novel",1,"11 min.","PG-13 - Teens 13 or older",6.04,9290,7260,2721,19268,64,"Production I.G",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"55","TV","Manga",0,"1 min.","None",3.44,18,11426,10123,361,0,"Kachidoki Studio",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","OVA","Manga",4,"32 min. per ep.","PG-13 - Teens 13 or older",7.14,16149,3026,1950,34469,184,"Gonzo",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"57","Special","Light novel",6,"9 min. per ep.","PG-13 - Teens 13 or older",6.15,2806,6924,3977,8265,3,"David Production",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","Special","Light novel",1,"1 hr. 30 min.","PG-13 - Teens 13 or older",7.35,1050,2254,6165,2758,3,"Sunrise",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"59","Special","Original",25,"3 min. per ep.","PG-13 - Teens 13 or older",7.42,1911,1953,4119,7644,7,"Studio Pierrot",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","ONA","Original",1,"4 min.","G - All Ages",4.32,22,11629,12944,102,0,"DLE",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","TV","Manga",12,"13 min. per ep.","PG-13 - Teens 13 or older",5.91,4687,7553,2963,16223,13,"Studio Pierrot",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"62","Movie","Original",1,"25 min.","R - 17+ (violence & profanity)",8.01,81162,542,637,132203,226,"Madhouse",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"63","TV","Manga",51,"23 min. per ep.","PG - Children",6.86,97,4074,9003,673,3,"TMS Entertainment",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","OVA","Manga",1,"46 min.","None",5.73,120,7936,9879,412,0,"J.C.Staff",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"65","Special","Light novel",1,"11 min.","PG-13 - Teens 13 or older",6.65,16293,4965,2146,29209,29,"A-1 Pictures",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66","Special","Manga",4,"18 min. per ep.","G - All Ages",5.92,161,7526,8668,811,0,"Fanworks",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","OVA","Original",2,"29 min. per ep.","R - 17+ (violence & profanity)",5.63,953,8135,6716,2147,3,"Animate Film",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"68","TV","Original",13,"26 min. per ep.","PG-13 - Teens 13 or older",6.95,8111,3731,2600,21106,159,"Satelight",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","TV","4-koma manga",26,"24 min. per ep.","PG-13 - Teens 13 or older",8.14,178001,383,183,322621,7149,"Kyoto Animation",1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70","Movie","Game",1,"14 min.","PG - Children",7.13,2588,3092,4395,6463,13,"OLM",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","TV","Manga",12,"24 min. per ep.","PG-13 - Teens 13 or older",7.47,14763,1744,1826,38419,143,"Shaft",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72","Movie","Manga",1,"1 hr. 40 min.","G - All Ages",7.57,4073,1431,3511,11187,17,"ufotable",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73","TV","Manga",12,"3 min. per ep.","PG-13 - Teens 13 or older",6.03,5918,7274,3130,14460,13,"Creators in Pack",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","OVA","Visual novel",2,"27 min. per ep.","PG - Children",5.81,1221,7768,6326,2569,0,"ufotable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"75","TV","Original",13,"24 min. per ep.","PG-13 - Teens 13 or older",7.88,75431,748,468,171855,2868,"Bones",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"76","OVA","Manga",2,"24 min. per ep.","PG-13 - Teens 13 or older",7.77,34252,949,1245,65495,94,"A-1 Pictures",0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","TV","Manga",12,"24 min. per ep.","PG-13 - Teens 13 or older",7.5,48992,1623,821,105762,800,"SANZIGEN",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","TV","Original",25,"24 min. per ep.","PG-13 - Teens 13 or older",6.47,855,5712,5092,4497,7,"Sunrise",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79","Movie","Picture book",1,"46 min.","PG-13 - Teens 13 or older",7.17,2361,2916,4822,5161,21,"Sanrio",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80","TV","Original",22,"24 min. per ep.","R - 17+ (violence & profanity)",7.69,74531,1138,347,214467,1717,"TROYCA",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81","TV","Manga",42,"23 min. per ep.","PG-13 - Teens 13 or older",7.42,18254,1948,1730,41792,219,"Studio Pierrot",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","TV","Novel",13,"23 min. per ep.","PG-13 - Teens 13 or older",8.02,94024,530,367,203942,3337,"Kyoto Animation",0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83","TV","Manga",12,"24 min. per ep.","PG-13 - Teens 13 or older",8.85,14981,25,1724,42265,393,"Bandai Namco Pictures",1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"84","TV","Original",26,"24 min. per ep.","PG-13 - Teens 13 or older",6.06,476,7203,4956,4777,15,"ACC Production",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"85","TV","Manga",12,"23 min. per ep.","PG-13 - Teens 13 or older",7.27,34590,2517,1035,80620,210,"Shin-Ei Animation",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86","TV","Other",141,"23 min. per ep.","G - All Ages",6.66,38,12542,10281,334,2,"Toei Animation",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","Special","Manga",2,"23 min. per ep.","PG-13 - Teens 13 or older",7.7,2401,1107,4512,6066,2,"AIC Classic",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88","TV","Card game",12,"24 min. per ep.","R - 17+ (violence & profanity)",7.36,44138,2208,856,101587,501,"J.C.Staff",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"89","TV","Manga",119,"10 min. per ep.","G - All Ages",6.05,50,7250,11377,189,0,"Shin-Ei Animation",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90","Movie","Manga",1,"1 hr. 29 min.","PG-13 - Teens 13 or older",7.94,20831,634,1690,43396,230,"A-1 Pictures",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91","OVA","Other",22,"24 min. per ep.","R - 17+ (violence & profanity)",7.12,6103,3141,2509,22360,55,"Madhouse",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"92","Special","Manga",1,"1 hr. 25 min.","PG-13 - Teens 13 or older",5.97,318,7401,8226,1027,2,"Toei Animation",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
